Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,Enrollment Type,Total Points Redeemed
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,49491,Married,Star,Standard,445
Quebec,Montreal,H2Y 2W2,Male,Bachelor,74321,Divorced,Star,Standard,1757
Alberta,Banff,T4V 1D4,Male,Bachelor,60704,Single,Nova,2023 Promotion,464
Newfoundland,St. John's,A1C 6H9,Male,Doctor,67234,Single,Nova,Standard,857
Quebec,Montreal,H2Y 4R4,Female,Bachelor,69098,Married,Nova,Standard,1497
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,63609,Married,Star,Standard,2399
Quebec,Montreal,H2T 2J6,Male,Bachelor,80036,Married,Star,Standard,328
Quebec,Montreal,H2Y 2W2,Female,Bachelor,70376,Divorced,Star,Standard,558
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,65489,Married,Aurora,Standard,1117
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,71922,Divorced,Star,Standard,1067
Quebec,Hull,J8Y 3Z5,Female,Bachelor,69803,Married,Star,Standard,905
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,54235,Single,Star,Standard,465
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,50072,Married,Star,Standard,1214
Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,82406,Single,Aurora,Standard,328
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,71353,Married,Star,Standard,2134
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,81325,Married,Star,Standard,475
Ontario,Toronto,P2T 6G3,Male,Bachelor,61373,Married,Star,Standard,398
Ontario,Toronto,M2M 7K8,Female,Bachelor,49846,Married,Nova,Standard,2462
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,60582,Divorced,Nova,Standard,957
Ontario,Toronto,M2Z 4K1,Female,Bachelor,74565,Married,Nova,Standard,695
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,49760,Married,Star,Standard,871
Quebec,Montreal,H2T 2J6,Female,Bachelor,72817,Married,Star,Standard,936
Ontario,Ottawa,K1F 2R2,Female,Bachelor,78574,Married,Star,Standard,905
Alberta,Edmonton,T9G 1W3,Male,Bachelor,66470,Married,Star,Standard,506
British Columbia,West Vancouver,V6V 8Z3,Male,High School or Below,44092,Single,Star,Standard,1051
Ontario,Toronto,M2Z 4K1,Female,Bachelor,47595,Married,Star,Standard,812
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,80825,Married,Star,Standard,503
Alberta,Banff,T4V 1D4,Male,Bachelor,52587,Single,Nova,Standard,2594
Ontario,Toronto,M2Z 4K1,Female,Bachelor,62744,Single,Star,Standard,678
Quebec,Montreal,H2T 9K8,Male,Bachelor,75171,Married,Nova,Standard,383
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,75875,Single,Nova,Standard,1351
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,55880,Married,Nova,Standard,1857
Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,53304,Married,Star,Standard,615
Ontario,Toronto,P1J 8T7,Male,Bachelor,57835,Married,Star,Standard,542
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,53199,Married,Nova,Standard,1358
Ontario,Toronto,P2T 6G3,Female,Bachelor,79342,Married,Nova,Standard,330
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,76645,Married,Star,Standard,504
Quebec,Montreal,H2T 2J6,Male,Bachelor,79786,Married,Star,Standard,1190
Ontario,Kingston,M9K 2P4,Female,Bachelor,68728,Married,Star,Standard,1669
British Columbia,Victoria,V10 6T5,Male,Bachelor,47095,Single,Star,Standard,820
Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,78961,Divorced,Nova,Standard,659
Ontario,Sudbury,M5V 1G5,Female,Bachelor,65281,Married,Nova,Standard,1707
Quebec,Montreal,H2Y 4R4,Male,Doctor,53429,Single,Star,Standard,1064
Ontario,Toronto,P2T 6G3,Male,Bachelor,74962,Single,Star,Standard,1019
Ontario,Toronto,P5S 6R4,Male,Bachelor,52922,Married,Star,Standard,484
Ontario,Toronto,M2M 7K8,Male,Bachelor,73339,Married,Star,Standard,1275
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,50718,Divorced,Aurora,Standard,1399
Quebec,Hull,J8Y 3Z5,Female,Bachelor,77583,Divorced,Nova,Standard,674
British Columbia,Vancouver,V6E 3D9,Male,High School or Below,48246,Married,Star,Standard,349
Ontario,Toronto,P1W 1K4,Female,Bachelor,69889,Married,Nova,Standard,510
Quebec,Quebec City,G1B 3L5,Female,Bachelor,75827,Married,Star,Standard,1686
Quebec,Montreal,H2T 2J6,Female,Bachelor,51510,Married,Star,Standard,495
Quebec,Quebec City,G1B 3L5,Male,Bachelor,58766,Married,Star,Standard,1447
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,69516,Single,Star,2018 Promotion,301
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,62532,Single,Star,Standard,434
Ontario,Sudbury,M5V 1G5,Male,Bachelor,73671,Married,Star,Standard,2339
Quebec,Montreal,H2T 9K8,Male,Bachelor,65038,Married,Nova,Standard,1752
Ontario,Toronto,M2M 7K8,Male,Bachelor,52775,Married,Star,Standard,988
British Columbia,Victoria,V10 6T5,Male,Bachelor,61743,Married,Nova,Standard,1456
Alberta,Banff,T4V 1D4,Female,Bachelor,49907,Married,Star,Standard,530
Ontario,Toronto,M2M 7K8,Female,Bachelor,58409,Married,Star,Standard,912
Ontario,Toronto,P1W 1K4,Female,Bachelor,59529,Married,Nova,Standard,505
Alberta,Banff,T4V 1D4,Female,Bachelor,76706,Single,Star,Standard,946
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,51260,Married,Nova,Standard,686
Ontario,Kingston,M9K 2P4,Female,Bachelor,48269,Married,Star,Standard,1165
Alberta,Banff,T4V 1D4,Female,Bachelor,60388,Married,Nova,Standard,651
British Columbia,Victoria,V10 6T5,Female,Bachelor,63952,Married,Nova,Standard,873
Ontario,Toronto,M2M 7K8,Female,Bachelor,64619,Divorced,Star,Standard,2082
Alberta,Edmonton,T9G 1W3,Male,Bachelor,48980,Married,Star,Standard,1287
Ontario,Sudbury,M5V 1G5,Male,Bachelor,76456,Married,Star,Standard,2735
Ontario,Toronto,P1W 1K4,Female,Bachelor,79533,Married,Star,Standard,688
Ontario,Kingston,M9K 2P4,Female,Bachelor,70964,Married,Star,Standard,561
Ontario,Toronto,P1J 8T7,Male,Bachelor,17682,Divorced,Star,2023 Promotion,484
Ontario,Toronto,P1W 1K4,Female,Bachelor,75869,Married,Star,Standard,524
Quebec,Montreal,H2T 9K8,Female,Bachelor,70475,Married,Aurora,Standard,378
Ontario,Ottawa,K1F 2R2,Female,Bachelor,81104,Married,Nova,Standard,1132
Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54231,Single,Nova,Standard,1277
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,76159,Married,Star,Standard,1331
Ontario,Toronto,M8Y 4K8,Male,Bachelor,68938,Single,Star,2023 Promotion,767
Ontario,Toronto,P1W 1K4,Female,Bachelor,69098,Married,Nova,Standard,773
Ontario,Toronto,P1W 1K4,Male,Bachelor,80661,Married,Nova,Standard,479
Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,76485,Single,Aurora,2023 Promotion,330
Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,78616,Married,Nova,Standard,612
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,46781,Married,Star,Standard,438
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,64612,Divorced,Aurora,Standard,591
Ontario,Toronto,M1R 4K3,Male,Bachelor,79075,Married,Nova,Standard,1108
Alberta,Edmonton,T9G 1W3,Female,Bachelor,64262,Married,Star,Standard,1817
Quebec,Montreal,H2Y 2W2,Male,High School or Below,72685,Married,Star,Standard,448
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,81643,Married,Aurora,Standard,1006
Ontario,Toronto,P1J 8T7,Male,Bachelor,75642,Married,Nova,Standard,1461
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,58717,Divorced,Star,Standard,1004
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,52881,Married,Star,Standard,955
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,54529,Single,Star,Standard,887
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,63515,Married,Aurora,Standard,469
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,59410,Divorced,Nova,Standard,712
British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,79939,Single,Star,2023 Promotion,1990
British Columbia,Vancouver,V6E 3D9,Male,Doctor,73871,Single,Star,Standard,1286
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,70741,Divorced,Star,Standard,454
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,51354,Married,Nova,Standard,713
Quebec,Montreal,H2T 9K8,Male,Bachelor,81317,Single,Star,Standard,1566
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,52405,Divorced,Star,Standard,532
Quebec,Hull,J8Y 3Z5,Male,Bachelor,52384,Married,Nova,Standard,904
New Brunswick,Moncton,E1A 2A7,Male,High School or Below,59906,Married,Nova,Standard,2092
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77739,Single,Nova,2023 Promotion,474
Saskatchewan,Regina,S6J 3G0,Male,Bachelor,71563,Married,Star,Standard,876
Ontario,Toronto,M1R 4K3,Female,Bachelor,58260,Married,Nova,Standard,389
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,75700,Married,Aurora,Standard,1968
British Columbia,Whistler,V6T 1Y8,Female,High School or Below,72796,Married,Star,Standard,579
New Brunswick,Moncton,E1A 2A7,Male,Bachelor,76129,Married,Aurora,Standard,338
Ontario,Toronto,M2M 7K8,Female,Bachelor,69817,Married,Star,Standard,657
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,70861,Single,Nova,Standard,1414
Quebec,Montreal,H2T 2J6,Male,Bachelor,62181,Married,Star,Standard,436
Ontario,Trenton,K8V 4B2,Male,Bachelor,57508,Married,Nova,Standard,517
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,64592,Single,Aurora,Standard,1953
Ontario,Toronto,M2Z 4K1,Male,Bachelor,52577,Single,Nova,Standard,570
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,69111,Single,Star,Standard,1771
Quebec,Quebec City,G1B 3L5,Female,Bachelor,59622,Single,Star,Standard,1747
Ontario,Toronto,M1R 4K3,Male,Bachelor,60746,Married,Nova,Standard,340
Quebec,Hull,J8Y 3Z5,Male,Bachelor,46831,Married,Aurora,Standard,1581
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,72503,Married,Aurora,Standard,976
Quebec,Montreal,H2Y 4R4,Male,Bachelor,51573,Single,Nova,Standard,1505
Ontario,Ottawa,K1F 2R2,Female,High School or Below,45152,Single,Star,Standard,1637
Ontario,Kingston,M9K 2P4,Male,Bachelor,68175,Divorced,Star,Standard,875
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,80183,Married,Star,Standard,464
Ontario,Trenton,K8V 4B2,Male,Bachelor,55144,Married,Star,Standard,1255
Quebec,Montreal,H4G 3T4,Male,Doctor,57773,Married,Star,Standard,2438
Quebec,Montreal,H2T 9K8,Male,High School or Below,59237,Single,Star,2023 Promotion,669
Alberta,Calgary,T3E 2V9,Male,Bachelor,62289,Married,Aurora,Standard,385
Quebec,Montreal,H2T 9K8,Female,Bachelor,72409,Married,Star,Standard,813
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,54361,Single,Star,Standard,1315
Quebec,Montreal,H2T 2J6,Female,Bachelor,51574,Married,Aurora,Standard,351
Quebec,Montreal,H2Y 4R4,Female,Bachelor,66023,Divorced,Star,2023 Promotion,925
Alberta,Banff,T4V 1D4,Male,Bachelor,62521,Married,Aurora,Standard,1166
Ontario,Toronto,M1R 4K3,Male,Bachelor,58033,Married,Star,Standard,1529
Ontario,Kingston,M9K 2P4,Male,Bachelor,71563,Married,Star,Standard,454
Quebec,Montreal,H2Y 2W2,Male,Bachelor,60297,Married,Nova,Standard,1172
Quebec,Montreal,H2T 9K8,Female,Bachelor,72880,Married,Aurora,Standard,1338
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,48166,Single,Nova,Standard,2919
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,62957,Married,Star,Standard,489
Quebec,Quebec City,G1B 3L5,Male,Bachelor,47057,Divorced,Nova,Standard,868
Quebec,Montreal,H4G 3T4,Female,Bachelor,73628,Married,Aurora,Standard,1393
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,73237,Married,Aurora,Standard,1961
Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,62075,Married,Aurora,Standard,2093
Alberta,Edmonton,T9G 1W3,Female,Bachelor,66119,Married,Nova,Standard,589
Quebec,Montreal,H2Y 2W2,Female,Bachelor,63035,Married,Star,Standard,1400
British Columbia,Vancouver,V5R 1W3,Female,High School or Below,61040,Married,Star,Standard,372
Ontario,Ottawa,K1F 2R2,Male,Bachelor,73131,Married,Nova,Standard,1642
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,55002,Married,Nova,Standard,1728
Quebec,Tremblant,H5Y 2S9,Female,Bachelor,72742,Married,Aurora,Standard,521
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,59169,Married,Star,Standard,2556
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,59278,Married,Aurora,Standard,560
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,58721,Single,Nova,Standard,1440
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50255,Single,Nova,Standard,841
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,51209,Married,Aurora,Standard,642
Quebec,Tremblant,H5Y 2S9,Female,High School or Below,43788,Single,Nova,Standard,1028
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,63271,Married,Aurora,Standard,756
Quebec,Hull,J8Y 3Z5,Female,High School or Below,66205,Married,Star,Standard,1834
Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,70858,Married,Aurora,Standard,1038
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,77111,Divorced,Star,Standard,734
Ontario,Toronto,M8Y 4K8,Female,High School or Below,71147,Divorced,Star,Standard,1058
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,59834,Married,Star,Standard,2361
Ontario,Trenton,K8V 4B2,Male,High School or Below,78331,Married,Star,Standard,1586
Ontario,Toronto,P1L 8X8,Male,Bachelor,60920,Married,Nova,Standard,1477
Ontario,Kingston,M9K 2P4,Female,Bachelor,52294,Married,Star,Standard,579
Ontario,Toronto,M2M 7K8,Female,Bachelor,68290,Married,Nova,Standard,2306
Ontario,Ottawa,K1F 2R2,Male,Bachelor,59523,Single,Nova,Standard,361
Ontario,Ottawa,K1F 2R2,Female,High School or Below,62945,Married,Star,Standard,1754
Ontario,Kingston,M9K 2P4,Male,High School or Below,59155,Single,Star,Standard,1280
Saskatchewan,Regina,S6J 3G0,Female,Bachelor,57738,Married,Star,Standard,2346
Ontario,Toronto,M1R 4K3,Female,Bachelor,80586,Married,Nova,Standard,1046
Ontario,Toronto,P1J 8T7,Female,Bachelor,46635,Married,Star,Standard,528
Ontario,Toronto,P2T 6G3,Male,Bachelor,73044,Married,Nova,Standard,2490
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,71952,Married,Aurora,Standard,1056
Alberta,Peace River,T9O 2W2,Female,Bachelor,81492,Married,Star,Standard,1671
Ontario,Toronto,P1J 8T7,Male,Bachelor,48365,Divorced,Nova,Standard,869
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,74123,Divorced,Aurora,2023 Promotion,604
Ontario,Toronto,P1L 8X8,Male,Bachelor,56239,Married,Star,Standard,457
Ontario,Toronto,P5S 6R4,Female,Bachelor,59475,Single,Star,Standard,880
Ontario,Toronto,M2M 7K8,Female,Bachelor,62028,Married,Star,Standard,649
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,74830,Married,Star,Standard,587
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,50433,Married,Aurora,Standard,436
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,61275,Married,Nova,Standard,3981
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,73336,Married,Star,Standard,1639
Quebec,Montreal,H2T 9K8,Male,Bachelor,51119,Married,Star,Standard,541
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,49482,Married,Nova,Standard,351
Ontario,Sudbury,M5V 1G5,Female,Bachelor,74235,Single,Star,Standard,446
Ontario,Toronto,P2T 6G3,Male,Bachelor,70485,Married,Nova,Standard,570
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,74560,Single,Star,Standard,1225
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,67271,Married,Star,Standard,2482
Quebec,Montreal,H2T 9K8,Female,Bachelor,61832,Married,Nova,Standard,472
Quebec,Montreal,H2T 2J6,Male,Bachelor,69772,Married,Aurora,Standard,2254
Ontario,Toronto,M2M 7K8,Female,Bachelor,80692,Married,Star,Standard,782
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,80596,Married,Nova,Standard,349
Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,50337,Married,Star,Standard,435
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,73287,Married,Star,Standard,476
Quebec,Montreal,H2T 9K8,Male,Bachelor,63833,Divorced,Star,Standard,388
British Columbia,Vancouver,V1E 4R6,Female,High School or Below,56082,Married,Star,Standard,1359
Alberta,Calgary,T3E 2V9,Female,High School or Below,80919,Single,Star,Standard,1255
Quebec,Quebec City,G1B 3L5,Male,Bachelor,71698,Married,Star,Standard,1534
Quebec,Montreal,H2T 2J6,Female,High School or Below,74375,Married,Nova,Standard,1224
Quebec,Quebec City,G1B 3L5,Male,Bachelor,73219,Single,Nova,Standard,1191
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,60314,Single,Star,Standard,1034
Quebec,Montreal,H2T 2J6,Female,Master,77085,Divorced,Aurora,Standard,1031
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47177,Married,Aurora,Standard,1276
Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,63135,Divorced,Aurora,Standard,850
Quebec,Tremblant,H5Y 2S9,Female,Bachelor,47444,Married,Nova,Standard,599
Ontario,Toronto,P2T 6G3,Female,Bachelor,67435,Married,Star,Standard,526
British Columbia,Victoria,V10 6T5,Male,Bachelor,54507,Divorced,Nova,Standard,504
Ontario,Toronto,P1W 1K4,Female,Bachelor,67988,Married,Star,Standard,1188
Quebec,Montreal,H2Y 4R4,Male,High School or Below,44490,Divorced,Star,Standard,1789
Alberta,Peace River,T9O 2W2,Female,High School or Below,67642,Married,Nova,Standard,934
Ontario,Toronto,P1W 1K4,Female,Bachelor,65664,Divorced,Nova,Standard,1357
Quebec,Quebec City,G1B 3L5,Male,Bachelor,61331,Married,Star,Standard,479
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,59709,Married,Aurora,Standard,2104
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,68171,Divorced,Nova,Standard,1215
Ontario,Ottawa,K1G 4Z0,Female,Bachelor,49320,Married,Nova,Standard,759
Ontario,Toronto,P1W 1K4,Female,Bachelor,49937,Married,Nova,Standard,2276
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,74825,Married,Star,Standard,1068
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50625,Married,Star,Standard,1505
Quebec,Montreal,H2T 2J6,Female,Bachelor,55476,Divorced,Nova,Standard,2373
Ontario,London,M5B 3E4,Female,Bachelor,57243,Married,Star,Standard,447
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,61060,Single,Nova,Standard,1705
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,68760,Married,Nova,Standard,447
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,47411,Divorced,Nova,Standard,1287
British Columbia,Victoria,V10 6T5,Male,Bachelor,66994,Married,Nova,Standard,426
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,80007,Married,Star,Standard,441
British Columbia,Victoria,V10 6T5,Female,Bachelor,70454,Divorced,Nova,Standard,1035
Ontario,Trenton,K8V 4B2,Male,Bachelor,59034,Married,Star,Standard,448
New Brunswick,Moncton,E1A 2A7,Male,Bachelor,63211,Single,Aurora,Standard,760
Quebec,Montreal,H2Y 4R4,Female,Bachelor,77198,Married,Nova,Standard,1512
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,72638,Married,Nova,Standard,578
Alberta,Banff,T4V 1D4,Female,Bachelor,80305,Married,Aurora,Standard,1817
Quebec,Montreal,H2Y 2W2,Male,Bachelor,63501,Married,Star,Standard,1200
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69765,Single,Aurora,Standard,622
Alberta,Calgary,T3E 2V9,Female,Bachelor,55327,Single,Nova,Standard,1022
Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,75886,Married,Star,Standard,1024
Ontario,Toronto,P2T 6G3,Female,Bachelor,59844,Married,Aurora,Standard,526
Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,62567,Married,Aurora,Standard,700
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,37897,Married,Aurora,2023 Promotion,3147
Quebec,Montreal,H2T 2J6,Female,Bachelor,74391,Married,Nova,Standard,729
British Columbia,Victoria,V10 6T5,Male,Bachelor,65844,Single,Nova,Standard,2893
Ontario,Ottawa,K1F 2R2,Male,Bachelor,68363,Married,Star,Standard,1273
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,65997,Divorced,Aurora,Standard,581
Ontario,Kingston,M9K 2P4,Male,Bachelor,56965,Married,Nova,Standard,1308
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,76521,Married,Aurora,Standard,547
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,74863,Married,Nova,Standard,1733
Quebec,Montreal,H4G 3T4,Female,Bachelor,48069,Married,Star,Standard,2204
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,71351,Married,Star,Standard,1712
Ontario,Kingston,M9K 2P4,Male,Bachelor,75383,Married,Star,Standard,530
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,71265,Married,Star,Standard,394
Ontario,Toronto,M2M 7K8,Female,Bachelor,76749,Married,Nova,Standard,667
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57960,Married,Nova,Standard,625
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,72656,Divorced,Aurora,Standard,950
Ontario,Toronto,M2M 7K8,Male,Bachelor,77241,Divorced,Nova,Standard,565
Quebec,Montreal,H2T 9K8,Male,Bachelor,67132,Single,Star,Standard,810
Quebec,Montreal,H2T 2J6,Female,Bachelor,79088,Married,Star,Standard,1223
Quebec,Montreal,H2T 2J6,Male,Bachelor,69135,Married,Star,Standard,1013
British Columbia,Kelowna,V09 2E9,Female,Bachelor,80212,Married,Aurora,Standard,565
Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,66467,Married,Star,Standard,761
Ontario,Toronto,P1L 8X8,Male,Bachelor,59450,Divorced,Nova,Standard,2018
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,54363,Married,Star,Standard,2753
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,79655,Divorced,Aurora,Standard,1728
Quebec,Montreal,H2Y 4R4,Male,Bachelor,54794,Married,Star,Standard,1901
Ontario,Toronto,P1L 8X8,Male,Bachelor,59569,Divorced,Nova,Standard,1257
Quebec,Tremblant,H5Y 2S9,Female,Bachelor,74672,Married,Nova,Standard,1124
Ontario,Ottawa,K1F 2R2,Male,Bachelor,70209,Married,Star,Standard,1784
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,52545,Married,Nova,Standard,631
Alberta,Edmonton,T9G 1W3,Female,Bachelor,73945,Single,Nova,Standard,1236
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,64322,Divorced,Nova,Standard,976
Ontario,Toronto,M2M 6J7,Female,Bachelor,68972,Married,Star,Standard,2200
British Columbia,Vancouver,V5R 1W3,Male,High School or Below,47663,Married,Star,Standard,408
British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,52717,Married,Nova,Standard,1643
New Brunswick,Fredericton,E3B 2H2,Male,High School or Below,76905,Married,Aurora,Standard,455
Quebec,Montreal,H2T 9K8,Male,Bachelor,48985,Married,Aurora,Standard,2393
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,77523,Married,Aurora,Standard,413
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,73410,Divorced,Nova,Standard,1361
